文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
A128310001052,A1(幼稚園),28(兵庫),3(私),1(本),"幼稚園型認定こども園牧羊幼稚園
",兵庫県明石市太寺天王町１１,6730841,2020-12-22,,286734,
A128310001061,A1(幼稚園),28(兵庫),3(私),1(本),仁川幼稚園,兵庫県西宮市上甲東園２－４－４３,6620813,2020-12-22,,286741,
A128310001070,A1(幼稚園),28(兵庫),3(私),1(本),すずらん幼稚園,兵庫県西宮市甲風園２丁目４番１５号,6620832,2020-12-22,,286742,
A128310001089,A1(幼稚園),28(兵庫),3(私),1(本),浜甲子園健康幼稚園,兵庫県西宮市浜甲子園２丁目１０番４号,6638154,2020-12-22,,286743,
A128310001098,A1(幼稚園),28(兵庫),3(私),1(本),甲子園二葉幼稚園,兵庫県西宮市甲子園三保町６－１０,6638163,2020-12-22,,286744,
A128310001105,A1(幼稚園),28(兵庫),3(私),1(本),上甲子園幼稚園,兵庫県西宮市甲子園口２丁目１６－３１,6638113,2020-12-22,,286745,
A128310001114,A1(幼稚園),28(兵庫),3(私),1(本),西宮教会こひつじ幼稚園,兵庫県西宮市津門呉羽町７－３６,6638245,2020-12-22,,286748,
A128310001123,A1(幼稚園),28(兵庫),3(私),1(本),甲子園学院幼稚園,兵庫県西宮市熊野町５－１８,6638103,2020-12-22,,286750,
A128310001132,A1(幼稚園),28(兵庫),3(私),1(本),甲子園口幼稚園,兵庫県西宮市甲子園口４丁目２２－９,6638113,2020-12-22,,286751,
A128310001141,A1(幼稚園),28(兵庫),3(私),1(本),仁川学院マリアの園幼稚園,兵庫県西宮市甲東園２－１３－９,6620812,2020-12-22,,286752,
A128310001150,A1(幼稚園),28(兵庫),3(私),1(本),みそら幼稚園,兵庫県西宮市若松町１－１,6620035,2020-12-22,,286753,
A128310001169,A1(幼稚園),28(兵庫),3(私),1(本),神戸海星女子学院マリア幼稚園,兵庫県西宮市木津山町５－２６,6620062,2020-12-22,,286754,
A128310001178,A1(幼稚園),28(兵庫),3(私),1(本),甲東幼稚園,兵庫県西宮市甲東園１丁目２－１５,6620812,2020-12-22,,286756,
A128310001187,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園むこがわ幼稚園,兵庫県西宮市松並町９－４,6638102,2020-12-22,,286757,
A128310001196,A1(幼稚園),28(兵庫),3(私),1(本),松風幼稚園,兵庫県西宮市鳴尾町３－４－６,6638184,2020-12-22,,286758,
A128310001203,A1(幼稚園),28(兵庫),3(私),9(廃),安井幼稚園,兵庫県西宮市平松町６－７,6620044,2020-12-22,2026-05-01,286759,A228310005093
A128310001212,A1(幼稚園),28(兵庫),3(私),1(本),花園幼稚園,兵庫県西宮市上鳴尾町１９－１９,6638186,2020-12-22,,286760,
A128310001221,A1(幼稚園),28(兵庫),3(私),1(本),光明幼稚園,兵庫県西宮市甲子園七番町２２－３,6638177,2020-12-22,,286761,
A128310001230,A1(幼稚園),28(兵庫),3(私),1(本),甲子園東幼稚園,兵庫県西宮市甲子園四番町４－３２,6638174,2020-12-22,,286762,
A128310001249,A1(幼稚園),28(兵庫),3(私),1(本),くるみ幼稚園,兵庫県西宮市仁川町５－６－４９,6620811,2020-12-22,,286763,
A128310001258,A1(幼稚園),28(兵庫),3(私),1(本),香櫨園幼稚園,兵庫県西宮市上葭原町３－３１,6620954,2020-12-22,,286765,
A128310001267,A1(幼稚園),28(兵庫),3(私),1(本),学校法人太田学園つぼみ幼稚園,兵庫県西宮市甲子園浜田町１０－１８,6638167,2020-12-22,,286766,
A128310001276,A1(幼稚園),28(兵庫),3(私),1(本),西光幼稚園,兵庫県西宮市鳴尾町１丁目１６－２,6638184,2020-12-22,,286768,
A128310001285,A1(幼稚園),28(兵庫),3(私),1(本),一里山幼稚園,兵庫県西宮市一里山町１５－１４,6638002,2020-12-22,,286769,
A128310001294,A1(幼稚園),28(兵庫),3(私),9(廃),関西学院幼稚園,兵庫県西宮市岡田山７番５４号,6620827,2020-12-22,2025-05-01,286770,
A128310001301,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園阪急幼稚園,兵庫県西宮市大屋町２８番１８号,6638106,2020-12-22,,286772,
A128310001310,A1(幼稚園),28(兵庫),3(私),1(本),こばと幼稚園,兵庫県西宮市津門西口町５－９,6638231,2020-12-22,,286774,
A128310001329,A1(幼稚園),28(兵庫),3(私),1(本),西宮甲武幼稚園,兵庫県西宮市樋ノ口町２－６－１,6638011,2020-12-22,,286775,
A128310001338,A1(幼稚園),28(兵庫),3(私),1(本),西宮公同幼稚園,兵庫県西宮市南昭和町１０－２２,6620834,2020-12-22,,286776,
A128310001347,A1(幼稚園),28(兵庫),3(私),9(廃),学校法人阪急学園段上幼稚園,兵庫県西宮市段上町８丁目９番１３号,6638006,2020-12-22,2026-05-01,286778,A228310005100
A128310001356,A1(幼稚園),28(兵庫),3(私),9(廃),夙川学院短期大学附属幼稚園,兵庫県西宮市神園町２─２０,6620027,2020-12-22,2021-05-27,286779,
A128310001365,A1(幼稚園),28(兵庫),3(私),1(本),甲陽幼稚園,兵庫県西宮市甲陽園本庄町７－２３,6620015,2020-12-22,,286780,
A128310001374,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園広田幼稚園,兵庫県西宮市広田町１１－２７,6620837,2020-12-22,,286781,
A128310001383,A1(幼稚園),28(兵庫),3(私),1(本),和光幼稚園,兵庫県西宮市室川町１－４,6620863,2020-12-22,,286782,
A128310001392,A1(幼稚園),28(兵庫),3(私),1(本),松秀幼稚園,兵庫県西宮市千歳町７番１０号,6620046,2020-12-22,,286783,
A128310001409,A1(幼稚園),28(兵庫),3(私),1(本),武庫川女子大学附属幼稚園,兵庫県西宮市池開町１０番３号　　,6638558,2020-12-22,,286785,
A128310001418,A1(幼稚園),28(兵庫),3(私),1(本),睦幼稚園,兵庫県西宮市高須町１丁目１番５号,6638141,2020-12-22,,286786,
A128310001427,A1(幼稚園),28(兵庫),3(私),1(本),幸幼稚園,兵庫県西宮市北六甲台１－２３－１０,6511413,2020-12-22,,286787,
A128310001436,A1(幼稚園),28(兵庫),3(私),1(本),東山幼稚園,兵庫県西宮市東山台２－８－１,6691133,2020-12-22,,286788,
A128310001445,A1(幼稚園),28(兵庫),3(私),1(本),学校法人阪急学園認定こども園いるか幼稚園,兵庫県西宮市西宮浜４丁目１３番２号,6620934,2020-12-22,,286789,
A128310001454,A1(幼稚園),28(兵庫),3(私),1(本),柳幼稚園,兵庫県洲本市海岸通２－４－７,6560022,2020-12-22,,286791,
A128310001463,A1(幼稚園),28(兵庫),3(私),1(本),愛光幼稚園,兵庫県芦屋市公光町２－１０,6590065,2020-12-22,,286796,
A128310001472,A1(幼稚園),28(兵庫),3(私),9(廃),芦屋甲陽幼稚園,兵庫県芦屋市大原町２０番６号,6590092,2020-12-22,2024-05-01,286797,
A128310001481,A1(幼稚園),28(兵庫),3(私),1(本),芦屋大学附属幼稚園,兵庫県芦屋市六麓荘町１６－３,6590011,2020-12-22,,286799,
A128310001490,A1(幼稚園),28(兵庫),3(私),1(本),芦屋みどり幼稚園,兵庫県芦屋市翠ヶ丘町９－５,6590014,2020-12-22,,286800,
A128310001506,A1(幼稚園),28(兵庫),3(私),1(本),王たるキリスト幼稚園,兵庫県伊丹市梅ノ木５丁目３－１,6640856,2020-12-22,,286806,
A128310001515,A1(幼稚園),28(兵庫),3(私),1(本),二葉幼稚園,兵庫県伊丹市梅ノ木２－１－１０,6640856,2020-12-22,,286807,
A128310001524,A1(幼稚園),28(兵庫),3(私),1(本),月影幼稚園,兵庫県伊丹市中央２－８－３０,6640851,2020-12-22,,286808,
A128310001533,A1(幼稚園),28(兵庫),3(私),1(本),ロザリオ幼稚園,兵庫県伊丹市高台５－２７,6640892,2020-12-22,,286810,
A128310001542,A1(幼稚園),28(兵庫),3(私),1(本),白ゆり幼稚園,兵庫県伊丹市春日丘３丁目５０,6640893,2020-12-22,,286811,
A128310001551,A1(幼稚園),28(兵庫),3(私),9(廃),西伊丹幼稚園,兵庫県伊丹市寺本５－３７３,6640026,2020-12-22,2024-05-01,286812,A228310001872
A128310001560,A1(幼稚園),28(兵庫),3(私),1(本),美鈴月影幼稚園,兵庫県伊丹市昆陽東５－２－６１,6640886,2020-12-22,,286813,
A128310001579,A1(幼稚園),28(兵庫),3(私),1(本),野間幼稚園,兵庫県伊丹市野間８－９－７,6640873,2020-12-22,,286814,
A128310001588,A1(幼稚園),28(兵庫),3(私),9(廃),学校法人淳心学院テレジア幼稚園,兵庫県相生市栄町１７－７,6780008,2020-12-22,2026-05-01,286821,
A128310001597,A1(幼稚園),28(兵庫),3(私),1(本),別府幼稚園,兵庫県加古川市別府町新野辺１２０１番地,6750131,2020-12-22,,286826,
A128310001604,A1(幼稚園),28(兵庫),3(私),1(本),兵庫大学附属加古川幼稚園,兵庫県加古川市平岡町新在家２３０１,6750101,2020-12-22,,286827,
A128310001613,A1(幼稚園),28(兵庫),3(私),1(本),赤穂あけぼの幼稚園,兵庫県赤穂市上仮屋北１５－７,6780237,2020-12-22,,286833,
A128310001622,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園自然幼稚園,兵庫県宝塚市川面５－１５－９,6650842,2020-12-22,,286841,
A128310001631,A1(幼稚園),28(兵庫),3(私),1(本),宝塚厚生幼稚園,兵庫県宝塚市旭町１－２－３５,6650835,2020-12-22,,286842,
A128310001640,A1(幼稚園),28(兵庫),3(私),1(本),雲雀丘学園幼稚園,兵庫県宝塚市雲雀丘４－１－３,6650805,2020-12-22,,286843,
A128310001659,A1(幼稚園),28(兵庫),3(私),1(本),生成幼稚園,兵庫県宝塚市雲雀丘山手１丁目１６－１７,6650804,2020-12-22,,286845,
A128310001668,A1(幼稚園),28(兵庫),3(私),1(本),宝塚武庫山幼稚園,兵庫県宝塚市武庫山１－１－１７,6650005,2020-12-22,,286846,
A128310001677,A1(幼稚園),28(兵庫),3(私),1(本),学校法人宝塚伊和志津学園認定こども園逆瀬川幼稚園,兵庫県宝塚市伊孑志１丁目４の５０,6650033,2020-12-22,,286848,
A128310001686,A1(幼稚園),28(兵庫),3(私),1(本),宝塚南口幼稚園,兵庫県宝塚市南口２－４－４,6650011,2020-12-22,,286849,
A128310001695,A1(幼稚園),28(兵庫),3(私),1(本),花屋敷幼稚園,兵庫県宝塚市口谷東２－３－９,6650812,2020-12-22,,286851,
A128310001702,A1(幼稚園),28(兵庫),3(私),1(本),学校法人ルンビニ学園幼稚園,兵庫県宝塚市売布２丁目６番２１号,6650852,2020-12-22,,286852,
A128310001711,A1(幼稚園),28(兵庫),3(私),1(本),めぐみ学園幼稚園,兵庫県宝塚市小林３―７－４５,6650034,2020-12-22,,286853,
A128310001720,A1(幼稚園),28(兵庫),3(私),1(本),宝塚ふたば幼稚園,兵庫県宝塚市星の荘６番１８号,6650866,2020-12-22,,286854,
A128310001739,A1(幼稚園),28(兵庫),3(私),1(本),雲雀丘学園中山台幼稚園,兵庫県宝塚市中山桜台１－１－１,6650877,2020-12-22,,286855,
A128310001748,A1(幼稚園),28(兵庫),3(私),1(本),野上幼稚園,兵庫県宝塚市野上５－５－３０,6650022,2020-12-22,,286856,
A128310001757,A1(幼稚園),28(兵庫),3(私),1(本),すみれ幼稚園,兵庫県宝塚市すみれガ丘１－５－２,6650847,2020-12-22,,286857,
A128310001766,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園鶴之荘幼稚園,兵庫県川西市小戸１－１５－１３,6660014,2020-12-22,,286861,
A128310001775,A1(幼稚園),28(兵庫),3(私),1(本),緑台幼稚園,兵庫県川西市緑台４－１,6660129,2020-12-22,,286863,
A128310001784,A1(幼稚園),28(兵庫),3(私),1(本),親和幼稚園,兵庫県川西市霞ヶ丘１丁目３番１０号,6660031,2020-12-22,,286864,
A128310001793,A1(幼稚園),28(兵庫),3(私),9(廃),新清和台幼稚園,兵庫県川西市清和台西４－３－１６５,6660143,2020-12-22,2023-05-01,286868,A228310002158
A128310001800,A1(幼稚園),28(兵庫),3(私),1(本),平野幼稚園,兵庫県川西市水明台４－４－５,6660116,2020-12-22,,286869,
A128310001819,A1(幼稚園),28(兵庫),3(私),1(本),藤ケ丘幼稚園,兵庫県川西市湯山台１－３８－４,6660137,2020-12-22,,286870,
A128310001828,A1(幼稚園),28(兵庫),3(私),1(本),幼稚園型認定こども園佐用マリア幼稚園,兵庫県佐用郡佐用町佐用２８４７,6795301,2020-12-22,,286886,
A128310001837,A1(幼稚園),28(兵庫),3(私),1(本),淡路さゆり幼稚園,兵庫県南あわじ市潮美台１－２６,6560521,2020-12-22,,286908,
A128310001846,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園湊川短期大学附属北摂第一幼稚園,兵庫県三田市武庫が丘４丁目１０番,6691544,2020-12-22,,286911,
A128310001855,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園湊川短期大学附属北摂中央幼稚園,兵庫県三田市すずかけ台２－１６,6691322,2020-12-22,,286912,
A128310001864,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園ふじ幼稚園,兵庫県三田市富士が丘２－１６,6691547,2020-12-22,,286913,
A128310001873,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園三田あさひ幼稚園,兵庫県三田市あかしあ台４－２１,6691323,2020-12-22,,286914,
A128310001882,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園三田さち幼稚園,兵庫県三田市狭間が丘４－５,6691545,2020-12-22,,286915,
A128310001891,A1(幼稚園),28(兵庫),3(私),1(本),三田つつじが丘認定こども園,兵庫県三田市つつじが丘北２－２６,6691348,2020-12-22,,286916,
A128310001908,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園やよい幼稚園,兵庫県三田市弥生が丘５－１３,6691546,2020-12-22,,286918,
A128310001917,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園湊川短期大学附属北摂学園幼稚園,兵庫県三田市学園７－１－３,6691337,2020-12-22,,286919,
A128310001926,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園神戸親和大学附属親和幼稚園,兵庫県三田市ゆりのき台５丁目４３,6691324,2020-12-22,,286920,
A128310001935,A1(幼稚園),28(兵庫),3(私),1(本),真教寺宝国幼稚園,兵庫県姫路市飾磨区今在家北１－１,6728090,2020-12-22,,286931,
A128310001944,A1(幼稚園),28(兵庫),3(私),1(本),たちえ幼稚園,兵庫県神戸市兵庫区菊水町１０－３９－２５,6520058,2025-05-01,,,
A128310001953,A1(幼稚園),28(兵庫),3(私),1(本),認定こども園テレジア幼稚園,兵庫県相生市栄町１７－７,6780008,2026-05-01,,,
A228210000018,A2(こども),28(兵庫),2(公),1(本),芦屋市立精道こども園,兵庫県芦屋市精道町９－１６,6690064,2020-12-22,,28A681,
A228210000027,A2(こども),28(兵庫),2(公),1(本),伊丹市立神津こども園,兵庫県伊丹市森本１－８－２５,6640842,2020-12-22,,28A686,
A228210000036,A2(こども),28(兵庫),2(公),1(本),伊丹市立さくらだいこども園,兵庫県伊丹市中野西４丁目９２番地,6640023,2020-12-22,,28A687,
A228210000045,A2(こども),28(兵庫),2(公),1(本),伊丹市立わかばこども園,兵庫県伊丹市御願塚６丁目１番５号,6640855,2020-12-22,,28A688,
A228210000054,A2(こども),28(兵庫),2(公),1(本),川西市立牧の台みどりこども園,兵庫県川西市大和東１－４７－５,6660111,2020-12-22,,28A700,
A228210000063,A2(こども),28(兵庫),2(公),1(本),川西市立加茂こども園,兵庫県川西市加茂３－１３－２２,6660025,2020-12-22,,28A701,
A228210000072,A2(こども),28(兵庫),2(公),1(本),川西市立川西こども園,兵庫県川西市栄根１丁目１番１号,6660021,2020-12-22,,28A702,
A228210000081,A2(こども),28(兵庫),2(公),1(本),明石市立二見こども園,兵庫県明石市二見町東二見４４８,6740092,2020-12-22,,28A717,
A228210000090,A2(こども),28(兵庫),2(公),1(本),加古川市立しかたこども園,兵庫県加古川市志方町志方町１７２１,6750321,2020-12-22,,28A737,
A228210000107,A2(こども),28(兵庫),2(公),1(本),加古川市立川西こども園,兵庫県加古川市米田町平津１０８,6750054,2020-12-22,,28A738,
A228210000116,A2(こども),28(兵庫),2(公),1(本),加古川市立東神吉こども園,兵庫県加古川市東神吉町神吉１８２－１,6750057,2020-12-22,,28A739,
A228210000125,A2(こども),28(兵庫),2(公),1(本),高砂市立高砂こども園,兵庫県高砂市西畑１丁目２－８,6760025,2020-12-22,,28A751,
A228210000134,A2(こども),28(兵庫),2(公),1(本),高砂市立中筋こども園,兵庫県高砂市中筋１－２－３５,6760812,2020-12-22,,28A752,
A228210000143,A2(こども),28(兵庫),2(公),1(本),高砂市立阿弥陀こども園,兵庫県高砂市阿弥陀町阿弥陀１１７８－１,6760827,2020-12-22,,28A753,
A228210000152,A2(こども),28(兵庫),2(公),1(本),高砂市立北浜こども園,兵庫県高砂市北浜町北脇２５２－１,6710122,2020-12-22,,28A754,
A228210000161,A2(こども),28(兵庫),2(公),1(本),高砂市立伊保こども園,兵庫県高砂市梅井４－３－６,6760074,2020-12-22,,28A755,
A228210000170,A2(こども),28(兵庫),2(公),1(本),高砂市立曽根こども園,兵庫県高砂市曽根町２４０４－２,6760082,2020-12-22,,28A756,
A228210000189,A2(こども),28(兵庫),2(公),1(本),高砂市立米田こども園,兵庫県高砂市米田町米田４５１,6760805,2020-12-22,,28A757,
A228210000198,A2(こども),28(兵庫),2(公),1(本),三木市立別所認定こども園,兵庫県三木市別所町巴７３,6730443,2020-12-22,,28A775,
A228210000205,A2(こども),28(兵庫),2(公),9(廃),三木市立よかわ認定こども園,兵庫県三木市吉川町みなぎ台１－３１－４,6731117,2020-12-22,2022-05-01,28A776,A228310004575
A228210000214,A2(こども),28(兵庫),2(公),9(廃),加西市立北条東こども園,兵庫県加西市北条町東高室９１５－２,6572321,2020-12-22,2022-05-01,28A788,A228310004584
A228210000223,A2(こども),28(兵庫),2(公),1(本),加西市立加西こども園,兵庫県加西市中野町１１－１,6752102,2020-12-22,,28A789,
A228210000232,A2(こども),28(兵庫),2(公),1(本),加西市立北条ならの実こども園,兵庫県加西市北条町北条６７２－１,6752312,2020-12-22,,28A790,
A228210000241,A2(こども),28(兵庫),2(公),1(本),加西市立泉よつばこども園,兵庫県加西市満久町２５７,6752432,2020-12-22,,28A791,
